doc_id,vader_neg,vader_neu,vader_pos,vader_compound
vatican__john-paul-ii__en__speeches_1998_september_documents_hf_jp_ii_spe_19980911_beneditine_html,0.055,0.78,0.165,0.9991
vatican__john-paul-ii__en__speeches_1998_september_documents_hf_jp_ii_spe_19980911_embaixador_bosnia_herzegovina_html,0.099,0.675,0.226,0.9997
vatican__john-paul-ii__en__speeches_1998_september_documents_hf_jp_ii_spe_19980913_scouts_cattolici_html,0.004,0.797,0.199,0.9991
vatican__john-paul-ii__en__speeches_1998_september_documents_hf_jp_ii_spe_19980914_ad_limina_rep_tcheca_html,0.021,0.758,0.221,0.9999
vatican__john-paul-ii__en__speeches_1998_september_documents_hf_jp_ii_spe_19980914_embaixadora_nicaragua_html,0.058,0.737,0.205,0.9995
vatican__john-paul-ii__en__speeches_1998_september_documents_hf_jp_ii_spe_19980915_treviso_html,0.026,0.752,0.222,0.9996
vatican__john-paul-ii__en__speeches_1998_september_documents_hf_jp_ii_spe_19980917_ad_limina_ruanda_html,0.043,0.727,0.23,1.0
vatican__john-paul-ii__en__speeches_1998_september_documents_hf_jp_ii_spe_19980917_rio_de_janeiro_html,0.012,0.787,0.202,0.9983
vatican__john-paul-ii__en__speeches_1998_september_documents_hf_jp_ii_spe_19980918_chiavari_arrivo_html,0.059,0.761,0.181,0.9995
vatican__john-paul-ii__en__speeches_1998_september_documents_hf_jp_ii_spe_19980918_chiavari_clero_html,0.008,0.796,0.195,0.9992
vatican__john-paul-ii__en__speeches_1998_september_documents_hf_jp_ii_spe_19980919_brescia_arrivo_html,0.018,0.686,0.296,0.9999
vatican__john-paul-ii__en__speeches_1998_september_documents_hf_jp_ii_spe_19980920_paolo_vi_html,0.0,0.812,0.188,0.9922
vatican__john-paul-ii__en__speeches_1998_september_documents_hf_jp_ii_spe_19980920_pastorale_brescia_html,0.036,0.743,0.222,0.9999
vatican__john-paul-ii__en__speeches_1998_september_documents_hf_jp_ii_spe_19980924_oblatos_html,0.019,0.799,0.182,0.9991
vatican__john-paul-ii__en__speeches_1998_september_documents_hf_jp_ii_spe_19980925_cistercinses_html,0.005,0.823,0.171,0.9995
vatican__john-paul-ii__en__speeches_1998_september_documents_hf_jp_ii_spe_19980925_escalabrinianos_html,0.056,0.735,0.209,0.9997
vatican__john-paul-ii__en__speeches_1998_september_documents_hf_jp_ii_spe_19980926_ad_limina_madagascar_html,0.021,0.8,0.179,0.9999
vatican__john-paul-ii__en__speeches_1998_september_documents_hf_jp_ii_spe_19980926_rosminianos_html,0.081,0.71,0.209,0.9996
vatican__john-paul-ii__en__speeches_1998_september_documents_hf_jp_ii_spe_19980928_belluno_feltre_html,0.029,0.79,0.18,0.9995
vatican__john-paul-ii__en__speeches_1998_september_documents_hf_jp_ii_spe_19980928_linguagem_biblica_html,0.024,0.799,0.177,0.9993
vatican__john-paul-ii__en__speeches_1998_september_documents_hf_jp_ii_spe_19980929_patriarca_html,0.009,0.883,0.108,0.9991
vatican__john-paul-ii__en__speeches_1999_april_documents_hf_jp_ii_spe_02041999_via_crucis_html,0.175,0.666,0.159,-0.9907
vatican__john-paul-ii__en__speeches_1999_april_documents_hf_jp_ii_spe_19990407_bishop_sejourne_html,0.016,0.815,0.168,0.9994
vatican__john-paul-ii__en__speeches_1999_april_documents_hf_jp_ii_spe_19990412_papal_foundation_html,0.004,0.785,0.211,0.9981
vatican__john-paul-ii__en__speeches_1999_april_documents_hf_jp_ii_spe_19990417_vigevano_html,0.006,0.817,0.177,0.9989
vatican__john-paul-ii__en__speeches_1999_april_documents_hf_jp_ii_spe_19990419_canonisation_html,0.023,0.736,0.241,0.9998
vatican__john-paul-ii__en__speeches_1999_april_documents_hf_jp_ii_spe_19990420_bonfils_niza_html,0.011,0.805,0.185,0.9994
vatican__john-paul-ii__en__speeches_1999_april_documents_hf_jp_ii_spe_19990422_ad_limina_quebec_html,0.021,0.77,0.209,0.9999
vatican__john-paul-ii__en__speeches_1999_april_documents_hf_jp_ii_spe_19990422_civilta_cattolica_html,0.022,0.776,0.202,0.9997
vatican__john-paul-ii__en__speeches_1999_april_documents_hf_jp_ii_spe_19990422_prix_nobel_paix_html,0.054,0.695,0.251,0.9994
vatican__john-paul-ii__en__speeches_1999_april_documents_hf_jp_ii_spe_19990423_expo_paulus_vi_html,0.008,0.789,0.204,0.9996
vatican__john-paul-ii__en__speeches_1999_april_documents_hf_jp_ii_spe_19990424_maratona_primavera_html,0.036,0.729,0.235,0.9942
vatican__john-paul-ii__en__speeches_1999_april_documents_hf_jp_ii_spe_19990427_kofi_annan_onu_html,0.077,0.731,0.193,0.9923
vatican__john-paul-ii__en__speeches_1999_april_documents_hf_jp_ii_spe_19990427_vescovi_etiopia_eritrea_html,0.051,0.693,0.256,0.9996
vatican__john-paul-ii__en__speeches_1999_april_documents_hf_jp_ii_spe_19990429_tor_vergata_html,0.015,0.811,0.174,0.9995
vatican__john-paul-ii__en__speeches_1999_april_documents_hf_jp_ii_spe_19990430_suore_carita_html,0.018,0.815,0.167,0.9987
vatican__john-paul-ii__en__speeches_1999_august_documents_hf_jp_ii_spe_01081999_academia_pro_mundo_uno_html,0.015,0.725,0.26,0.9983
vatican__john-paul-ii__en__speeches_1999_august_documents_hf_jp_ii_spe_19990806_trasfigurazione_signore_html,0.006,0.835,0.159,0.9957
vatican__john-paul-ii__en__speeches_1999_august_documents_hf_jp_ii_spe_19990822_concerto_contempo_html,0.005,0.688,0.306,0.9995
vatican__john-paul-ii__en__speeches_1999_august_documents_hf_jp_ii_spe_19990826_trinitarian_family_html,0.035,0.791,0.174,0.9993
vatican__john-paul-ii__en__speeches_1999_august_documents_hf_jp_ii_spe_19990827_institute_jp_ii_html,0.013,0.871,0.116,0.9996
vatican__john-paul-ii__en__speeches_1999_august_documents_hf_jp_ii_spe_19990828_youth_towards_assisi_html,0.01,0.823,0.166,0.9989
vatican__john-paul-ii__en__speeches_1999_august_documents_hf_jp_ii_spe_28081999_ivory_coast_ad_limina_html,0.021,0.728,0.251,1.0
vatican__john-paul-ii__en__speeches_1999_august_documents_hf_jp_ii_spe_31081999_bishop_lieja_html,0.078,0.742,0.18,0.9989
vatican__john-paul-ii__en__speeches_1999_december_documents_hf_jp_ii_spe_02121999_convegno_cinema_html,0.009,0.757,0.235,0.9996
vatican__john-paul-ii__en__speeches_1999_december_documents_hf_jp_ii_spe_02121999_cuba_ambass_html,0.033,0.736,0.231,0.9999
vatican__john-paul-ii__en__speeches_1999_december_documents_hf_jp_ii_spe_02121999_serve_sacro_cuore_html,0.047,0.756,0.197,0.9992
vatican__john-paul-ii__en__speeches_1999_december_documents_hf_jp_ii_spe_04121999_amb_panama_html,0.029,0.721,0.249,0.9997
vatican__john-paul-ii__en__speeches_1999_december_documents_hf_jp_ii_spe_04121999_cong_pc_family_html,0.087,0.658,0.255,0.9998
vatican__john-paul-ii__en__speeches_1999_december_documents_hf_jp_ii_spe_06121999_vida_cristiana_html,0.009,0.827,0.164,0.9934
vatican__john-paul-ii__en__speeches_1999_december_documents_hf_jp_ii_spe_08121999_immaculate_html,0.019,0.801,0.18,0.9985
vatican__john-paul-ii__en__speeches_1999_december_documents_hf_jp_ii_spe_09121999_lutheran_fed_html,0.008,0.838,0.153,0.9992
vatican__john-paul-ii__en__speeches_1999_december_documents_hf_jp_ii_spe_09121999_palestine_html,0.032,0.821,0.147,0.997
vatican__john-paul-ii__en__speeches_1999_december_documents_hf_jp_ii_spe_11121999_ad_limina_dominican_rep_html,0.039,0.765,0.197,0.9998
vatican__john-paul-ii__en__speeches_1999_december_documents_hf_jp_ii_spe_11121999_sistine_chapel_inauguration_html,0.015,0.806,0.179,0.9998
vatican__john-paul-ii__en__speeches_1999_december_documents_hf_jp_ii_spe_13121999_bambino_gesu_html,0.06,0.726,0.214,0.9992
vatican__john-paul-ii__en__speeches_1999_december_documents_hf_jp_ii_spe_13121999_cilicia_patriarch_html,0.042,0.72,0.239,0.9999
vatican__john-paul-ii__en__speeches_1999_december_documents_hf_jp_ii_spe_13121999_synod_cilicia_html,0.0,0.799,0.201,0.9931
vatican__john-paul-ii__en__speeches_1999_december_documents_hf_jp_ii_spe_16121999_ambassadors_html,0.073,0.756,0.17,0.9967
vatican__john-paul-ii__en__speeches_1999_december_documents_hf_jp_ii_spe_16121999_artisti_concerto_html,0.004,0.785,0.211,0.9975
vatican__john-paul-ii__en__speeches_1999_december_documents_hf_jp_ii_spe_16121999_burundi_ambassador_html,0.059,0.714,0.228,0.9993
vatican__john-paul-ii__en__speeches_1999_december_documents_hf_jp_ii_spe_16121999_denmark_ambassador_html,0.085,0.718,0.197,0.9994
vatican__john-paul-ii__en__speeches_1999_december_documents_hf_jp_ii_spe_16121999_pakistan_ambassador_html,0.04,0.787,0.173,0.9992
vatican__john-paul-ii__en__speeches_1999_december_documents_hf_jp_ii_spe_16121999_rwanda_ambassador_html,0.036,0.734,0.23,0.9994
vatican__john-paul-ii__en__speeches_1999_december_documents_hf_jp_ii_spe_16121999_singapore_ambassador_html,0.016,0.784,0.199,0.9995
vatican__john-paul-ii__en__speeches_1999_december_documents_hf_jp_ii_spe_17121999_acea_html,0.0,0.798,0.202,0.9984
vatican__john-paul-ii__en__speeches_1999_december_documents_hf_jp_ii_spe_17121999_jan_hus_html,0.066,0.716,0.218,0.9995
vatican__john-paul-ii__en__speeches_1999_december_documents_hf_jp_ii_spe_17121999_paraguay_ambassador_html,0.058,0.77,0.172,0.9993
vatican__john-paul-ii__en__speeches_1999_december_documents_hf_jp_ii_spe_17121999_suore_passioniste_html,0.03,0.722,0.248,0.9996
vatican__john-paul-ii__en__speeches_1999_december_documents_hf_jp_ii_spe_18121999_havel_html,0.012,0.739,0.249,0.9994
vatican__john-paul-ii__en__speeches_1999_december_documents_hf_jp_ii_spe_20121999_sweden_ambassador_html,0.003,0.763,0.235,0.9997
vatican__john-paul-ii__en__speeches_1999_december_documents_hf_jp_ii_spe_21121999_azione_cattolica_italiana_html,0.017,0.691,0.292,0.9991
vatican__john-paul-ii__en__speeches_1999_december_documents_hf_jp_ii_spe_21121999_roman_curia_html,0.021,0.779,0.2,0.9999
vatican__john-paul-ii__en__speeches_1999_december_documents_hf_jp_ii_spe_31121999_pueri_cantores_html,0.005,0.68,0.316,0.9997
vatican__john-paul-ii__en__speeches_1999_february_documents_hf_jp_ii_spe_13021999_confidence_html,0.013,0.785,0.201,0.9994
vatican__john-paul-ii__en__speeches_1999_february_documents_hf_jp_ii_spe_13021999_degasperi_found_html,0.057,0.717,0.227,0.9985
vatican__john-paul-ii__en__speeches_1999_february_documents_hf_jp_ii_spe_13021999_school_html,0.017,0.814,0.169,0.9996
vatican__john-paul-ii__en__speeches_1999_february_documents_hf_jp_ii_spe_19021999_bethlehem_html,0.029,0.72,0.251,0.9981
vatican__john-paul-ii__en__speeches_1999_february_documents_hf_jp_ii_spe_19990205_ad_limina_greece_html,0.013,0.726,0.261,1.0
vatican__john-paul-ii__en__speeches_1999_february_documents_hf_jp_ii_spe_19990206_comune_html,0.028,0.805,0.167,0.9996
vatican__john-paul-ii__en__speeches_1999_february_documents_hf_jp_ii_spe_19990208_hongrie_ambassadeur_html,0.016,0.8,0.184,0.9994
vatican__john-paul-ii__en__speeches_1999_february_documents_hf_jp_ii_spe_19990211_ad_limina_laos_kambodscha_html,0.037,0.723,0.24,0.9999
vatican__john-paul-ii__en__speeches_1999_february_documents_hf_jp_ii_spe_19990211_sick_html,0.066,0.737,0.197,0.9893
vatican__john-paul-ii__en__speeches_1999_february_documents_hf_jp_ii_spe_19990212_focolares_html,0.017,0.774,0.209,0.9992
vatican__john-paul-ii__en__speeches_1999_february_documents_hf_jp_ii_spe_19990215_ecumenical_chicago_html,0.006,0.789,0.205,0.9972
vatican__john-paul-ii__en__speeches_1999_february_documents_hf_jp_ii_spe_19990218_clergy_rome_html,0.024,0.788,0.188,0.9999
vatican__john-paul-ii__en__speeches_1999_february_documents_hf_jp_ii_spe_19990220_ad_limina_ghana_html,0.013,0.831,0.156,0.9998
vatican__john-paul-ii__en__speeches_1999_february_documents_hf_jp_ii_spe_20021999_unitalsi_html,0.049,0.703,0.248,0.999
vatican__john-paul-ii__en__speeches_1999_february_documents_hf_jp_ii_spe_27021999_accademia_vita1999_html,0.131,0.731,0.138,-0.792
vatican__john-paul-ii__en__speeches_1999_february_documents_hf_jp_ii_spe_27021999_end_exercises_html,0.0,0.815,0.185,0.9977
vatican__john-paul-ii__en__speeches_1999_january_documents_hf_jp_ii_spe_11011999_diplomatic_corps_html,0.11,0.685,0.204,0.9999
vatican__john-paul-ii__en__speeches_1999_january_documents_hf_jp_ii_spe_19990108_american_college_html,0.007,0.776,0.217,0.9984
vatican__john-paul-ii__en__speeches_1999_january_documents_hf_jp_ii_spe_19990114_pcc_html,0.008,0.777,0.215,0.9997
vatican__john-paul-ii__en__speeches_1999_january_documents_hf_jp_ii_spe_19990114_security_html,0.01,0.735,0.255,0.9994
vatican__john-paul-ii__en__speeches_1999_january_documents_hf_jp_ii_spe_19990115_bosnia_herzegovina_html,0.06,0.722,0.218,0.9999
vatican__john-paul-ii__en__speeches_1999_january_documents_hf_jp_ii_spe_19990115_librarian_html,0.003,0.789,0.208,0.9998
vatican__john-paul-ii__en__speeches_1999_january_documents_hf_jp_ii_spe_19990116_apulia_html,0.015,0.826,0.159,0.999
vatican__john-paul-ii__en__speeches_1999_january_documents_hf_jp_ii_spe_19990116_regione_html,0.02,0.777,0.203,0.9993
vatican__john-paul-ii__en__speeches_1999_january_documents_hf_jp_ii_spe_19990118_luterano_html,0.0,0.832,0.168,0.9885
vatican__john-paul-ii__en__speeches_1999_january_documents_hf_jp_ii_spe_19990118_provincia_html,0.052,0.764,0.184,0.9991
vatican__john-paul-ii__en__speeches_1999_january_documents_hf_jp_ii_spe_19990119_capranica_html,0.009,0.781,0.21,0.9995
vatican__john-paul-ii__en__speeches_1999_january_documents_hf_jp_ii_spe_19990121_rota_romana_html,0.043,0.719,0.237,0.9999
vatican__john-paul-ii__en__speeches_1999_january_documents_hf_jp_ii_spe_19990122_mexico_arrival_html,0.002,0.824,0.174,0.9995
vatican__john-paul-ii__en__speeches_1999_january_documents_hf_jp_ii_spe_19990123_mexico_diplomatic_html,0.069,0.735,0.196,0.9997
vatican__john-paul-ii__en__speeches_1999_january_documents_hf_jp_ii_spe_19990125_mexico_generations_html,0.062,0.744,0.194,0.9999
vatican__john-paul-ii__en__speeches_1999_january_documents_hf_jp_ii_spe_19990126_mexico_departure_html,0.012,0.75,0.238,0.9997
vatican__john-paul-ii__en__speeches_1999_january_documents_hf_jp_ii_spe_19990126_stlouis_arrival_html,0.068,0.739,0.194,0.9988
vatican__john-paul-ii__en__speeches_1999_january_documents_hf_jp_ii_spe_19990126_stlouis_youth_html,0.069,0.724,0.207,0.9999
vatican__john-paul-ii__en__speeches_1999_january_documents_hf_jp_ii_spe_19990127_stlouis_cathedral_html,0.003,0.79,0.207,0.9978
vatican__john-paul-ii__en__speeches_1999_january_documents_hf_jp_ii_spe_22011999_mexico_arrival_html,0.002,0.824,0.174,0.9995
vatican__john-paul-ii__en__speeches_1999_january_documents_hf_jp_ii_spe_23011999_mexico_diplomatic_html,0.069,0.736,0.196,0.9997
vatican__john-paul-ii__en__speeches_1999_january_documents_hf_jp_ii_spe_24011999_mexico_sick_html,0.11,0.73,0.16,0.9985
vatican__john-paul-ii__en__speeches_1999_january_documents_hf_jp_ii_spe_25011999_mexico_departure_html,0.012,0.75,0.238,0.9997
vatican__john-paul-ii__en__speeches_1999_january_documents_hf_jp_ii_spe_25011999_mexico_generations_html,0.062,0.744,0.194,0.9999
vatican__john-paul-ii__en__speeches_1999_july_documents_hf_jp_ii_spe_01071999_mariani_html,0.057,0.756,0.187,0.9996
vatican__john-paul-ii__en__speeches_1999_july_documents_hf_jp_ii_spe_02071999_ad_limina_togo_html,0.014,0.787,0.199,0.9999
vatican__john-paul-ii__en__speeches_1999_june_documents_hf_jp_ii_spe_04061999_family_html,0.036,0.77,0.194,0.9998
vatican__john-paul-ii__en__speeches_1999_june_documents_hf_jp_ii_spe_17061999_czestochowa_html,0.006,0.813,0.181,0.9988
vatican__john-paul-ii__en__speeches_1999_june_documents_hf_jp_ii_spe_18061999_laity_html,0.017,0.819,0.164,0.9997
vatican__john-paul-ii__en__speeches_1999_june_documents_hf_jp_ii_spe_19061999_madagascar_html,0.0,0.782,0.218,0.9959
vatican__john-paul-ii__en__speeches_1999_june_documents_hf_jp_ii_spe_19990601_ad_limina_camerun_html,0.019,0.729,0.252,1.0
vatican__john-paul-ii__en__speeches_1999_june_documents_hf_jp_ii_spe_19990604_ambassador_gabon_html,0.028,0.723,0.25,0.9996
vatican__john-paul-ii__en__speeches_1999_june_documents_hf_jp_ii_spe_19990605_gdansk_arrival_html,0.013,0.808,0.18,0.9995
vatican__john-paul-ii__en__speeches_1999_june_documents_hf_jp_ii_spe_19990607_lichen_html,0.018,0.736,0.246,0.9995
vatican__john-paul-ii__en__speeches_1999_june_documents_hf_jp_ii_spe_19990607_torun_html,0.047,0.71,0.243,0.9999
vatican__john-paul-ii__en__speeches_1999_june_documents_hf_jp_ii_spe_19990611_warsaw_basilian_html,0.035,0.729,0.236,0.9999
vatican__john-paul-ii__en__speeches_1999_june_documents_hf_jp_ii_spe_19990611_warsaw_library_html,0.015,0.789,0.196,0.9987
vatican__john-paul-ii__en__speeches_1999_june_documents_hf_jp_ii_spe_19990611_warsaw_parliament_html,0.052,0.734,0.214,1.0
vatican__john-paul-ii__en__speeches_1999_june_documents_hf_jp_ii_spe_19990613_warsaw_lot_html,0.03,0.688,0.282,0.9997
vatican__john-paul-ii__en__speeches_1999_june_documents_hf_jp_ii_spe_19990617_czestochowa_html,0.006,0.813,0.181,0.9988
vatican__john-paul-ii__en__speeches_1999_june_documents_hf_jp_ii_spe_19990617_krakow_departure_html,0.02,0.725,0.255,0.9999
vatican__john-paul-ii__en__speeches_1999_june_documents_hf_jp_ii_spe_19990622_symposium_latinoamerica_html,0.008,0.835,0.157,0.9996
vatican__john-paul-ii__en__speeches_1999_june_documents_hf_jp_ii_spe_19990624_roaco_html,0.019,0.818,0.163,0.9988
vatican__john-paul-ii__en__speeches_1999_june_documents_hf_jp_ii_spe_19990626_ad_limina_irlanda_html,0.045,0.763,0.192,0.9999
vatican__john-paul-ii__en__speeches_1999_june_documents_hf_jp_ii_spe_19990628_embaixador_tcheco_html,0.024,0.747,0.229,0.9999
vatican__john-paul-ii__en__speeches_1999_june_documents_hf_jp_ii_spe_24061999_knights_malta_html,0.054,0.766,0.18,0.9964
vatican__john-paul-ii__en__speeches_1999_june_documents_hf_jp_ii_spe_25061999_migrants_html,0.027,0.783,0.19,0.9995
vatican__john-paul-ii__en__speeches_1999_june_documents_hf_jp_ii_spe_28061999_patr_constantinople_html,0.011,0.827,0.162,0.9984
vatican__john-paul-ii__en__speeches_1999_march_documents_hf_jp_ii_spe_19990301_plenary_laity_html,0.009,0.839,0.152,0.9996
vatican__john-paul-ii__en__speeches_1999_march_documents_hf_jp_ii_spe_19990301_seminario_cleveland_html,0.0,0.732,0.268,0.9952
vatican__john-paul-ii__en__speeches_1999_march_documents_hf_jp_ii_spe_19990304_plenary_pccs_html,0.013,0.776,0.21,0.9995
vatican__john-paul-ii__en__speeches_1999_march_documents_hf_jp_ii_spe_19990305_comin_html,0.059,0.692,0.249,0.9996
vatican__john-paul-ii__en__speeches_1999_march_documents_hf_jp_ii_spe_19990306_acd_sciences_html,0.068,0.766,0.166,0.9995
vatican__john-paul-ii__en__speeches_1999_march_documents_hf_jp_ii_spe_19990306_rosary_html,0.0,0.764,0.236,0.9995
vatican__john-paul-ii__en__speeches_1999_march_documents_hf_jp_ii_spe_19990308_beatification_html,0.072,0.702,0.226,0.9996
vatican__john-paul-ii__en__speeches_1999_march_documents_hf_jp_ii_spe_19990308_bishop_bernardetto_html,0.017,0.768,0.215,0.9998
vatican__john-paul-ii__en__speeches_1999_march_documents_hf_jp_ii_spe_19990311_peregrinos_paderborn_html,0.036,0.747,0.216,0.9984
vatican__john-paul-ii__en__speeches_1999_march_documents_hf_jp_ii_spe_19990312_acd_sciences_html,0.05,0.765,0.185,0.9996
vatican__john-paul-ii__en__speeches_1999_march_documents_hf_jp_ii_spe_19990313_croatie_ad_limina_html,0.017,0.776,0.207,0.9999
vatican__john-paul-ii__en__speeches_1999_march_documents_hf_jp_ii_spe_19990313_for_interne_html,0.063,0.755,0.182,0.9997
vatican__john-paul-ii__en__speeches_1999_march_documents_hf_jp_ii_spe_19990319_divin_sauveur_html,0.015,0.725,0.26,0.9993
vatican__john-paul-ii__en__speeches_1999_march_documents_hf_jp_ii_spe_19990319_workers_rome_html,0.054,0.757,0.189,0.9996
vatican__john-paul-ii__en__speeches_1999_march_documents_hf_jp_ii_spe_19990320_ad_limina_mozambique_html,0.028,0.808,0.164,0.9999
vatican__john-paul-ii__en__speeches_1999_march_documents_hf_jp_ii_spe_19990320_peregrinos_italianos_html,0.023,0.755,0.222,0.9997
vatican__john-paul-ii__en__speeches_1999_march_documents_hf_jp_ii_spe_19990321_abate_russo_html,0.055,0.75,0.195,0.9998
vatican__john-paul-ii__en__speeches_1999_march_documents_hf_jp_ii_spe_19990324_exposition_rome_armenie_html,0.032,0.773,0.196,0.9997
vatican__john-paul-ii__en__speeches_1999_march_documents_hf_jp_ii_spe_19990325_ad_limina_ukraine_html,0.023,0.791,0.186,0.9999
vatican__john-paul-ii__en__speeches_1999_march_documents_hf_jp_ii_spe_19990325_karekin_i_html,0.044,0.741,0.215,0.9992
vatican__john-paul-ii__en__speeches_1999_march_documents_hf_jp_ii_spe_19990325_youth_rome_html,0.069,0.705,0.225,1.0
vatican__john-paul-ii__en__speeches_1999_march_documents_hf_jp_ii_spe_19990327_coree_ambassadeur_html,0.053,0.707,0.24,0.9998
vatican__john-paul-ii__en__speeches_1999_march_documents_hf_jp_ii_spe_19990327_world_federation_scientists_html,0.039,0.77,0.192,0.9987
vatican__john-paul-ii__en__speeches_1999_march_documents_hf_jp_ii_spe_19990329_cercle_saint_pierre_html,0.031,0.676,0.294,0.9996
vatican__john-paul-ii__en__speeches_1999_march_documents_hf_jp_ii_spe_19990329_conseil_europe_html,0.059,0.786,0.155,0.9982
vatican__john-paul-ii__en__speeches_1999_march_documents_hf_jp_ii_spe_19990330_univ_99_html,0.029,0.728,0.242,0.9996
vatican__john-paul-ii__en__speeches_1999_may_documents_hf_jp_ii_spe_03051999_padre_pio_html,0.097,0.679,0.225,0.9996
vatican__john-paul-ii__en__speeches_1999_may_documents_hf_jp_ii_spe_06051999_swiss_guard_html,0.016,0.722,0.262,0.9997
vatican__john-paul-ii__en__speeches_1999_may_documents_hf_jp_ii_spe_15051999_suore_carita_html,0.026,0.767,0.207,0.9988
vatican__john-paul-ii__en__speeches_1999_may_documents_hf_jp_ii_spe_19990501_federacion_biblica_catolica_html,0.009,0.791,0.2,0.9978
vatican__john-paul-ii__en__speeches_1999_may_documents_hf_jp_ii_spe_19990504_ad_limina_canada_ontario_html,0.058,0.764,0.178,0.9999
vatican__john-paul-ii__en__speeches_1999_may_documents_hf_jp_ii_spe_19990505_consiglio_europa_html,0.033,0.832,0.134,0.9984
vatican__john-paul-ii__en__speeches_1999_may_documents_hf_jp_ii_spe_19990506_metodista_html,0.0,0.802,0.198,0.9967
vatican__john-paul-ii__en__speeches_1999_may_documents_hf_jp_ii_spe_19990506_ordinariato_militare_italia_html,0.032,0.758,0.21,0.9997
vatican__john-paul-ii__en__speeches_1999_may_documents_hf_jp_ii_spe_19990506_romania_html,0.031,0.831,0.139,0.9647
vatican__john-paul-ii__en__speeches_1999_may_documents_hf_jp_ii_spe_19990507_bucarest_cathedral_html,0.024,0.723,0.253,0.999
vatican__john-paul-ii__en__speeches_1999_may_documents_hf_jp_ii_spe_19990507_romania_arrival_html,0.026,0.768,0.206,0.9996
vatican__john-paul-ii__en__speeches_1999_may_documents_hf_jp_ii_spe_19990507_romania_bishops_html,0.027,0.758,0.215,0.9999
vatican__john-paul-ii__en__speeches_1999_may_documents_hf_jp_ii_spe_19990507_romania_diplomatic_html,0.053,0.735,0.212,0.9998
vatican__john-paul-ii__en__speeches_1999_may_documents_hf_jp_ii_spe_19990508_john_paul_ii_teoctist_html,0.049,0.745,0.206,0.998
vatican__john-paul-ii__en__speeches_1999_may_documents_hf_jp_ii_spe_19990508_romania_patriarc_html,0.062,0.732,0.207,0.9999
vatican__john-paul-ii__en__speeches_1999_may_documents_hf_jp_ii_spe_19990509_romania_departure_html,0.039,0.771,0.19,0.999
vatican__john-paul-ii__en__speeches_1999_may_documents_hf_jp_ii_spe_19990513_congreso_eucaristico_html,0.008,0.762,0.23,0.9999
vatican__john-paul-ii__en__speeches_1999_may_documents_hf_jp_ii_spe_19990514_pom_html,0.015,0.8,0.185,0.9995
vatican__john-paul-ii__en__speeches_1999_may_documents_hf_jp_ii_spe_19990520_ad_limina_italia_html,0.037,0.722,0.241,0.9999
vatican__john-paul-ii__en__speeches_1999_may_documents_hf_jp_ii_spe_19990520_ad_limina_kenia_html,0.024,0.77,0.205,0.9999
vatican__john-paul-ii__en__speeches_1999_may_documents_hf_jp_ii_spe_19990520_ambassador_australia_html,0.07,0.746,0.184,0.9992
vatican__john-paul-ii__en__speeches_1999_may_documents_hf_jp_ii_spe_19990520_ambassador_barbade_html,0.081,0.783,0.136,0.9906
vatican__john-paul-ii__en__speeches_1999_may_documents_hf_jp_ii_spe_19990520_ambassador_island_html,0.027,0.754,0.219,0.9997
vatican__john-paul-ii__en__speeches_1999_may_documents_hf_jp_ii_spe_19990520_ambassador_malta_html,0.012,0.772,0.216,0.9997
vatican__john-paul-ii__en__speeches_1999_may_documents_hf_jp_ii_spe_19990520_ambassador_monaco_html,0.012,0.797,0.191,0.9993
vatican__john-paul-ii__en__speeches_1999_may_documents_hf_jp_ii_spe_19990520_ambassador_thailande_html,0.024,0.748,0.228,0.9997
vatican__john-paul-ii__en__speeches_1999_may_documents_hf_jp_ii_spe_19990520_ambassador_ukraine_html,0.035,0.773,0.191,0.9994
vatican__john-paul-ii__en__speeches_1999_may_documents_hf_jp_ii_spe_19990520_ambassador_yemen_html,0.068,0.734,0.198,0.9991
vatican__john-paul-ii__en__speeches_1999_may_documents_hf_jp_ii_spe_19990520_eight_ambassadors_html,0.03,0.773,0.196,0.9973
vatican__john-paul-ii__en__speeches_1999_may_documents_hf_jp_ii_spe_19990522_macedonia_html,0.098,0.701,0.201,0.9892
vatican__john-paul-ii__en__speeches_1999_may_documents_hf_jp_ii_spe_19990524_bulgaria_html,0.009,0.737,0.254,0.9989
vatican__john-paul-ii__en__speeches_1999_may_documents_hf_jp_ii_spe_19990527_jp_ii_washington_html,0.005,0.765,0.23,0.9981
vatican__john-paul-ii__en__speeches_1999_may_documents_hf_jp_ii_spe_19990529_jp_ii_univ_santa_croce_html,0.004,0.801,0.195,0.9996
vatican__john-paul-ii__en__speeches_1999_may_documents_hf_jp_ii_spe_19990530_ancona_clergy_html,0.006,0.785,0.209,0.9999
vatican__john-paul-ii__en__speeches_1999_may_documents_hf_jp_ii_spe_19990530_ancona_sick_html,0.135,0.689,0.176,0.9619
vatican__john-paul-ii__en__speeches_1999_may_documents_hf_jp_ii_spe_19990531_rosario_html,0.006,0.736,0.257,0.9983
vatican__john-paul-ii__en__speeches_1999_may_documents_hf_jp_ii_spe_30051999_ancona_sick_html,0.135,0.689,0.176,0.9619
vatican__john-paul-ii__en__speeches_1999_may_documents_hf_jp_ii_spe_30051999_clergy_ancona_html,0.006,0.785,0.209,0.9999
vatican__john-paul-ii__en__speeches_1999_november_documents_hf_jp_ii_spe_15111999_ad_limina_german_html,0.043,0.74,0.217,0.9999
