term_str,pre_mean,post_mean
amaze,0.0,5.768214418954959e-06
amazed,2.2945032526670767e-05,1.554861450194515e-05
amazement,8.88331238492921e-06,1.3239467528362456e-05
amazes,0.0,3.1473902264883798e-06
amazing,1.2049730848216284e-05,1.3848850249894847e-05
amazon,0.0,2.5214208723507284e-06
amazonia,0.0,5.338979870376132e-06
ambasciatore,0.0,0.0
ambassadeur,0.0,0.0
ambassador,1.3151700050305293e-05,4.2709997178606625e-06
ambassadorof,0.0,0.0
ambassadors,6.736214966756779e-05,1.2141540767905718e-05
ambiguities,7.75311881448647e-06,1.0941533961280055e-05
ambiguity,1.2379434662787657e-05,2.8649147739897105e-05
ambiguous,9.627151201197223e-06,4.6918910272436014e-05
ambition,8.089072351640154e-05,1.9417480344786134e-05
ambitions,1.2104487920658806e-05,4.0812805043575705e-06
ambitious,8.914615308953489e-06,3.839601616989184e-06
ambivalent,1.4714002090582365e-06,7.422251306806802e-06
ambrose,6.921830937475731e-05,7.49269970325425e-05
ambrosian,8.59653322790475e-06,0.0
amen,2.613641302831527e-05,7.541189224579069e-05
amend,3.376331337280225e-05,5.134220203365611e-06
amended,8.36459682073597e-06,5.261544989817965e-06
amendment,3.0746021350601375e-05,7.008725515019655e-05
amendments,0.0,1.4795177562317472e-06
amends,3.4167067893566196e-05,2.0625543402451095e-05
america,0.00020602095178645237,0.00017096674890452622
americaand,0.0,0.0
americae,0.0,0.0
american,0.00010193472914457037,5.603413319063781e-05
americans,0.0,1.2672587729661896e-05
americaon,0.0,0.0
americas,1.516050128953294e-05,3.0004346954180246e-06
amid,0.00011197799775457842,0.00012371006551747897
amidst,0.00011011646368905012,2.0853245771491536e-05
amis,0.0,0.0
amman,0.0,1.3201958984453496e-06
among,0.0007147369876136867,0.00045425760349115685
amongst,0.0002464622277841733,0.0
amor,0.0,5.27081735515381e-05
amore,0.0,2.5126223724087677e-06
amoris,0.0,1.4722696563544458e-05
amos,7.63658947584886e-07,1.238638350428876e-06
amount,0.00012009065392736678,2.2930613066919322e-05
amounts,3.118823693111313e-05,0.0
amour,0.0,0.0
ample,0.00011410058072350632,4.813699538021791e-05
amplified,3.5723386007042028e-06,0.0
amply,4.126836255366807e-05,1.940886428523219e-05
amusement,7.828801845824826e-06,0.0
ana,0.0,6.919380198594185e-06
analogous,1.0521645978055135e-05,0.00010582688452468498
analogously,3.437839761042982e-06,1.0421394085247942e-05
analogy,1.713535875261477e-05,0.00014567572316812435
analyse,0.0,0.0
analyses,0.0,1.3060442235345995e-05
analysis,2.6790457807218092e-05,0.00013983394510946366
analyze,4.6755404455222556e-06,1.2848728220020651e-05
analyzed,1.3663436290941243e-06,1.1674685169391625e-05
analyzing,0.0,1.4234484113733393e-05
ananias,4.052121806037606e-06,1.344359581826994e-06
anapostolic,0.0,0.0
anarchy,6.364530154225611e-05,0.0
anathema,9.502019710170004e-05,1.2924080471465544e-05
ancestors,0.0002626443556985791,1.8482453672608585e-05
ancestral,9.56807036217489e-05,1.0786517092325899e-05
anche,0.0,0.0
anchor,1.927073936741978e-05,1.2538750107525528e-05
anchorage,0.0,0.0
anchored,1.3631979703259592e-06,3.064651903104434e-05
ancient,0.00042384125204181753,0.00029520413685440273
ancients,4.774513355045439e-05,6.748184782478358e-06
ancona,3.049606221260472e-07,0.0
anda,0.0,0.0
andarrivederci,0.0,0.0
andes,0.0,2.000470746105432e-06
andrea,1.3335411114710886e-06,0.0
andrew,6.901289106018474e-05,4.663804573299278e-05
andrzej,0.0,0.0
andré,0.0,0.0
andthe,0.0,1.3115614734657556e-05
andto,5.924520555355691e-07,1.6486147758544713e-06
anecdote,0.0,0.0
anew,3.590318541456905e-05,0.00014221153217859709
angel,4.796600711518083e-05,0.00012939971609779043
angela,0.0,1.7425830392586149e-06
angeles,2.782855692932341e-06,0.0
angelic,0.000227577108082429,1.2842092506495235e-05
angelo,1.5107505281111423e-06,0.0001816472841374619
angels,0.00027352329762270433,5.3369890125442765e-05
angelus,5.60447091006113e-07,5.905461377750061e-05
anger,9.786272811914503e-05,2.7063348801447362e-05
anglican,0.0,0.0005284370392917674
anglicans,0.0,0.00013599259137573943
angola,0.0,9.335779405324981e-06
angry,5.96652190071063e-05,8.529198839548719e-06
anguish,0.00012005559002786107,6.033426881662688e-05
anguished,5.470539465008365e-06,1.1164966704955054e-05
anima,3.094362726760348e-06,9.892057260852868e-06
animal,3.3937800926206945e-05,3.2005785798132444e-05
animals,4.941133444547104e-05,2.3940671459119606e-05
animarum,5.206435267511267e-06,0.0
animate,7.597815475443697e-06,1.6612593624686512e-05
animated,0.00014740837705484963,6.905861543688677e-05
animates,2.0579537942955606e-05,4.0902729795176645e-05
animating,3.188872928595154e-06,1.4482633026030574e-05
animation,0.0,1.621961633836223e-05
animators,0.0,4.249392530347555e-05
animo,1.188039657809723e-05,3.4011800954000723e-06
animosities,2.7570495043365972e-05,2.1388703769353057e-06
animosity,1.594996250130722e-05,0.0
ankara,0.0,1.358866985800765e-05
ann,0.0,4.032786729664626e-06
anna,4.998270310188163e-06,4.779234624806108e-06
annals,0.00011086874415085171,0.0
anne,5.706226318896713e-06,0.0
annexed,1.025992347826608e-05,0.0
anni,0.0,0.00010944982374135943
annihilate,1.8859058803122033e-05,8.180550593366118e-06
annihilated,1.4977215010257858e-05,7.081593026109183e-06
annihilation,7.968635573091014e-06,3.770168152118066e-06
anniversaries,2.635619501852856e-06,8.879850447585654e-05
anniversary,8.001937873235754e-05,0.0001648416421505417
anniversaryof,0.0,1.9501829569316464e-06
anno,0.00010133966619542607,1.3484676215521705e-05
announce,0.00012557735310603227,0.00010338370711273278
announced,0.00013477734841256197,9.577818535709955e-05
announcement,2.1108406810131763e-05,8.486336082460921e-05
announces,4.232080782367316e-06,5.450478667540812e-05
announcing,8.709386875945801e-05,4.294071527464104e-05
annoyance,2.0424176490321462e-05,2.488215517036262e-06
annoyed,0.0,1.700342639162831e-05
annoying,3.1225364506881154e-05,3.605204029330779e-06
annual,0.00010635996155937255,3.0212749205676483e-05
annually,2.8366227164930424e-05,4.517131305883228e-06
annulled,1.8864894157079878e-05,6.549887024340813e-06
annunciation,2.6880323886926665e-05,0.00018110220864122855
annus,0.0,5.054594630282773e-05
anoint,2.0577470151985146e-06,4.253613359938824e-05
anointed,1.8006036705117858e-05,9.389952810828452e-05
anointing,2.6488826015087175e-05,0.000564309858351841
anoints,1.8058295128863313e-06,2.64615358958077e-06
anonymity,0.0,1.8090961531762897e-05
anonymous,0.0,1.9104551596952927e-05
another,0.00043493363359197265,0.00035194153136080777
anselm,0.00010341987408262737,5.745877541798281e-05
answer,0.00012921716904729747,0.00018263094342379273
answered,6.752050041491146e-05,1.937942788913579e-05
answering,1.8530029835347402e-05,6.257479171781551e-06
answers,2.6279840328655006e-05,7.66735581130836e-05
ant,4.0704438141013225e-05,7.369849466268352e-06
antagonism,5.325874223715172e-06,3.2439522427510916e-06
antagonisms,4.451690709737104e-06,5.413168609506789e-06
antagonistic,2.8315785553638146e-06,3.099992899436618e-06
ante,1.035779662699707e-05,1.4449762178358689e-05
antecedent,6.464990607011574e-06,0.0
anthem,0.0,0.0
anthony,7.611540492412139e-05,5.560218722018343e-06
anthropological,1.823873088446253e-06,0.00019463471269269675
anthropology,1.8796691127988715e-06,0.00012666632803459596
antichrist,1.6561568397785727e-05,3.1208756786208723e-06
anticipate,2.769211599840849e-05,8.482252035872954e-06
anticipated,1.3439213267408536e-05,2.0166416099785226e-05
anticipates,2.718089461952128e-06,1.8927852182527642e-05
anticipating,9.071610705465788e-06,3.19582271434377e-05
anticipation,1.3041976627579176e-05,3.4334144740977735e-05
antidote,1.295767140424092e-05,1.0025853714902916e-05
antilles,0.0,0.0
antioch,7.374427791157272e-05,4.04722163511959e-05
antiphon,3.6198267850066803e-06,2.2440582283545134e-05
antiphons,9.990245261978178e-06,3.6805826060700235e-05
antiquated,4.910352572730109e-06,1.9679078944856013e-06
antiquity,0.00014749285001409878,3.4553092170501726e-05
antithesis,0.0,2.074154873938588e-05
antoine,4.523813035186205e-06,0.0
anton,0.0,0.0
antonelli,9.188924969300037e-06,0.0
antoni,0.0,0.0
antonia,0.0,0.0
antonio,1.120631226407544e-05,2.051929694769532e-06
anxieties,9.610924044036777e-05,3.651935714802487e-05
anxiety,0.00020139061461641277,5.607046257902236e-05
anxious,0.00012783769550431785,7.654430552713322e-05
anxiously,3.573701232886808e-05,2.666479080480922e-05
anybody,4.784760787097951e-05,5.521725791444236e-06
anymore,0.0,0.0
anyone,0.00044458843197652155,0.00016795836621636806
anything,0.0004739486790570005,0.00015359076638630904
anyway,1.0760445462285862e-05,2.40864179248634e-06
anywhere,5.4954152946667093e-05,1.4555241342750064e-05
aosta,1.0969586988900843e-05,1.2722853807070544e-06
aparecida,0.0,1.3527660696971979e-05
apart,0.00012728306350024736,0.0001553538821440926
apartment,0.0,1.4925310397970026e-05
apathy,1.4350504549874479e-05,6.755048923234354e-06
apex,3.226577575788219e-05,1.4886592268177303e-05
apoc,2.47346873452045e-05,3.0913277355258222e-06
apocalypse,2.6722618580658575e-05,5.603125631505175e-06
apocalyptic,3.2795114090738065e-06,3.1949257119675775e-06
apologetic,4.353212120530868e-06,0.0
apologetics,7.90649219805797e-06,0.000183505500714905
apologize,0.0,0.0
apology,5.3114095014111686e-06,2.40035350030787e-06
apost,5.808621539093772e-06,6.856583718726261e-05
apostasy,6.513843219344942e-05,6.6870023224767544e-06
apostle,0.0003592697226029636,0.00025273344475300926
apostles,0.0004992178763655755,0.00043972813209861646
apostleship,2.1739252914412306e-05,2.4827548297500232e-06
apostolate,0.0002769823597497522,0.00023349595931235125
apostolates,4.581637631559611e-06,4.4329870247960205e-06
apostoli,1.359119448723365e-06,4.317701772605239e-05
apostolic,0.0012299924597833608,0.000957789413732961
apostolica,6.905166677624614e-06,1.7830070538519274e-05
apostolicae,9.620482186318238e-05,0.0003290249814062847
apostolicam,9.577887789172152e-05,6.40386301082773e-05
apostolici,6.754953081868181e-06,5.844161452465936e-06
apostolicity,0.0,1.6884988625687618e-05
apostolique,0.0,0.0
apostolorum,8.431071778314561e-05,4.042085494237845e-05
appalling,2.2150216782730784e-06,8.364587756144878e-06
apparatus,1.1960920981607366e-05,9.09324242664165e-06
apparent,8.651756520616034e-05,9.228232493177156e-05
apparently,4.473747888623255e-05,4.6183440386888253e-05
apparition,5.723592008126309e-06,5.952324920688437e-06
apparitions,2.1246015880071583e-05,1.176968442460527e-05
appeal,0.0001662505644807235,0.00018096058508776215
appealed,5.488049840416668e-05,1.812799528420904e-05
appealing,2.4526781835614118e-05,2.9399973956960865e-05
appeals,8.961520688965675e-05,4.179106225406952e-05
appear,0.00017114815268945375,0.00016353629539366657
appearance,0.0001741786656518178,3.3367438380267966e-05
appearances,4.262680685215492e-05,3.792788501834432e-05
appeared,0.0001191153327232429,9.674164748024214e-05
appearing,1.6583239533344836e-05,2.1903484642673937e-05
appears,0.00010176175017261317,0.00022632330654113051
appease,8.083060257856442e-05,0.0
appeased,4.569028933568481e-05,2.4447721984290383e-06
appel,0.0,0.0
appendix,3.4426407115800367e-05,1.5710232243329535e-05
appertain,2.9929406584851345e-05,0.0
appetites,5.222282005728848e-05,7.3377797753996355e-06
applaud,6.604787833548447e-06,0.0
applause,3.486163278210676e-05,2.4312950018197635e-05
apple,1.1486841936122713e-06,1.3947866286972104e-06
applicable,6.899288512642237e-05,9.944563962718026e-05
application,0.00012609807079181365,0.00019017273090613952
applications,2.2360268631865964e-05,6.94492061301266e-05
applied,0.0002783892955805595,9.746341440824521e-05
applies,7.444350043698348e-05,8.702680057969606e-05
apply,0.00029237084830186795,8.09734063436246e-05
applying,6.63038694388622e-05,8.651072076498719e-05
appoint,7.902003369071871e-05,2.878684598244957e-05
appointed,0.0002572700814827686,0.0001308847855281916
appointing,3.792829306976335e-05,6.194320388921162e-06
appointment,3.711598674518502e-05,6.860110504911588e-05
appointments,6.533533802604635e-06,9.473178782041248e-06
appoints,1.164286056496975e-05,4.862844148254871e-06
appraisal,2.434985265380735e-06,1.3467037074844844e-06
appreciable,7.144485472638626e-06,0.0
appreciate,2.9898344260163898e-05,7.980593884869211e-05
appreciated,2.4553398826356127e-05,7.492934931431506e-05
appreciates,6.943765836405425e-07,2.1561073888033516e-06
appreciating,5.440720239579777e-06,1.4437566038852098e-05
appreciation,2.738456575193478e-05,5.5335657525789897e-05
appreciative,4.0949493648100255e-06,1.1035552717619357e-06
apprehension,1.0474294813900946e-05,0.0
apprenticeship,7.100535075557219e-06,1.7014020897445671e-06
approach,0.0001911243354999799,0.00016736086905743685
approached,9.847838509733767e-05,3.756488342004123e-05
approaches,4.952560220509868e-05,6.88847698054049e-05
approaching,7.768779450180879e-05,7.63227372970195e-05
approbation,0.000125634220859278,0.0
appropriate,0.00019079807201101417,0.0003744802883966811
appropriated,8.14785232776907e-06,6.937644261059113e-06
appropriately,5.2247856064989956e-05,4.108797379904849e-05
appropriateness,6.3060817012896184e-06,8.44755545542989e-05
appropriating,6.339897988830144e-06,1.1820245603824862e-05
appropriation,1.6212713079440307e-05,9.392371945484968e-06
approval,0.0004990776671703408,0.00022244744588276882
approve,0.00027899770963050194,0.00014969503060964222
approved,0.0005248942341600237,0.0007081567599003562
approves,4.1304616385899566e-05,4.778532157583549e-06
approving,5.83839738617365e-05,5.493230497924306e-06
approximately,0.0,1.1802840491249756e-05
apr,0.0,0.0
april,0.00011599564936198288,0.0012004833813608184
apse,0.0,1.7744087760927763e-06
apt,7.706184823598056e-05,3.052882733385912e-05
aptitude,1.5796906063072666e-05,3.338313464429145e-05
aptly,9.248697849331722e-05,5.28761278887059e-06
apud,8.333937211645537e-06,5.011239891935514e-06
apôtres,0.0,0.0
aquas,9.613170227932425e-06,2.3769143929946275e-05
aquila,6.413666553733557e-06,5.098985609800699e-06
aquileia,4.831881257703801e-07,1.2587995881864427e-06
aquinas,0.00011774253180473993,0.00013889457762674716
aquí,0.0,0.0
arab,1.8113699614468528e-05,3.0135825243932706e-06
arabia,1.6539286197837255e-05,0.0
arabic,8.19247962148225e-06,4.002562647110643e-06
aramaic,0.0,1.7338394668562288e-06
arbiter,1.1165143212053159e-05,2.220254785547874e-05
arbitrarily,2.3702053656827406e-05,2.795817409523522e-05
arbitrariness,1.451445804481027e-06,7.835671227374517e-06
arbitrary,6.024304713659e-05,0.0001301983101790692
arbitration,0.0,1.0235847768889387e-05
arc,1.0897163815035827e-05,9.96178906652385e-06
archaeological,1.6614918708384744e-06,0.0
archaeology,1.1607281954005317e-05,0.0
archangel,2.603204461887254e-05,3.4086845780046547e-06
archbishop,0.0002845788920402676,0.00020811244188253497
archbishopric,1.5848147371142616e-06,0.0
archbishops,0.0009395408251305386,6.414203026264472e-05
archdiocesan,0.0,0.0
archdiocese,4.223911659749523e-06,0.0
archdioceses,0.0,0.0
archetype,6.9828541491389025e-06,2.2728258450952652e-05
archiepiscopal,3.3023566030067054e-05,0.0
archipelago,0.0,0.0
architect,9.288418166224165e-06,1.3567612674077806e-05
architects,5.2396890084212286e-06,7.952369449501172e-06
architectural,0.0,8.08699618539332e-06
architecture,9.678018438724671e-06,2.4564101625150282e-05
archive,7.45171257867646e-07,1.0636274237617239e-05
archives,2.5390008217312284e-05,4.554927549607376e-06
archpriest,1.575606746687829e-06,1.2281859001424758e-05
ardent,0.0003261552733083402,0.00010588943442444576
ardently,0.00020534594545643304,6.818500928244248e-05
ardor,0.00019097541790061333,1.492178524901992e-05
ardour,8.585956399696135e-06,1.9184370107485452e-05
arduous,7.365892852137401e-05,5.8953478491523574e-05
area,2.5929330298575168e-05,0.0002298067347699654
areas,4.787943118661988e-05,0.00020971258591790054
arena,1.3200289603263932e-05,1.1446823681761844e-05
areopagi,0.0,1.0589340500539734e-05
areopagus,1.607598166493455e-06,1.7093277668156948e-05
arethe,0.0,1.0230489462111289e-05
argentina,2.668000169636803e-06,3.5653411014854493e-06
argentine,1.4190910293679967e-06,0.0
argentinian,0.0,1.2834061449269347e-06
argue,1.984938616035093e-05,4.999280834567307e-06
argued,1.9407864095565096e-05,3.2128738124939494e-05
argues,5.26618467746717e-06,7.192840679052595e-06
arguing,3.238895631984809e-05,1.1971739992056073e-06
argument,0.000150769897081277,6.992194903760138e-05
arguments,0.00018106552210835693,7.622527144878062e-05
arid,4.069357938363978e-06,4.252765977165921e-06
aridity,1.5693849423493488e-06,2.460686151285317e-06
aright,3.2234358186926615e-05,2.754343774600449e-06
arise,0.0002115397840417907,9.559904672805552e-05
arisen,0.00010706973821727111,5.445862541193695e-05
arises,0.00012505785908767332,0.00013116402608520216
arising,9.525782166381758e-05,6.793250248903007e-05
aristotle,2.3983258657099212e-05,1.124873616295025e-05
ark,5.258436725692174e-05,6.193001766160398e-06
arm,6.935106490496748e-05,3.5878009840870704e-05
armaments,2.2617482392670958e-05,3.55665926173532e-05
armed,0.0001311427822688553,1.2879984919699407e-05
armenia,3.7560272645704224e-05,3.1132291406671722e-06
armenian,9.911316169970947e-05,0.0
armenians,8.912176760125548e-05,3.366620089885625e-05
armies,0.00010613688898652503,0.0
